word,pos,pronunciation,meaning_cn,difficulty,tags,examples
sly,adj,/slaɪ/,狡猾的,5,高频|六级,He gave a sly smile.
small,adj,/smɔːl/,小的,1,高频|高考,The house is small.
smart,adj,/smɑːrt/,聪明的,2,高频|四级,She is a smart student.
smash,v,/smæʃ/,打碎,4,高频|六级,He smashed the vase.
smell,n/v,/smel/,闻,2,高频|四级,I smell something burning.
smile,n/v,/smaɪl/,微笑,1,高频|高考,She smiled at me.
smoke,n/v,/smoʊk/,烟、烟、吸烟,2,高频|四级,Don't smoke here.
smooth,adj,/smuːð/,光滑的,3,高频|四级,The surface is smooth.
smother,v,/ˈsmʌðər/,使窒息,5,高频|六级,He smothered the fire.
smuggle,v,/ˈsmʌɡl/,走私,5,高频|六级,They smuggled drugs across the border.
snack,n,/snæk/,零食,3,高频|四级,We had a light snack.
snake,n,/sneɪk/,蛇,3,高频|四级,The snake hissed.
snap,v/n,/snæp/,折断,4,高频|六级,The branch snapped.
snatch,v,/snætʃ/,抢夺,5,高频|六级,He snatched the bag from her.
sneak,v,/sniːk/,偷偷,4,高频|六级,He sneaked out of the room.
sneeze,v/n,/sniːz/,打喷嚏,3,高频|四级,She sneezed loudly.
sniff,v,/snɪf/,嗅,4,高频|六级,The dog sniffed the ground.
snore,v,/snɔːr/,打鼾,3,高频|四级,He snores loudly at night.
snow,n/v,/snoʊ/,雪,1,高频|高考,It snowed last night.
so,adv/conj,/soʊ/,如此、如此、所以,1,高频|高考,I'm so happy.
soak,v,/soʊk/,浸泡,4,高频|六级,Soak the beans overnight.
soap,n,/soʊp/,肥皂,2,高频|四级,Wash your hands with soap.
soar,v,/sɔːr/,高飞,5,高频|六级,Prices soared.
sob,v/n,/sɒb/,哭泣,4,高频|六级,She sobbed quietly.
sober,adj,/ˈsoʊbər/,清醒的,5,高频|六级,He is sober now.
soccer,n,/ˈsɒkər/,足球,2,高频|四级,Let's play soccer.
social,adj,/ˈsoʊʃl/,社会的,3,高频|四级,Social media is influential.
society,n,/səˈsaɪəti/,社会,3,高频|四级,We live in a modern society.
sociology,n,/ˌsoʊsiˈɒlədʒi/,社会学,5,高频|六级,She studies sociology.
sock,n,/sɒk/,袜子,1,高频|高考,Wear clean socks.
socket,n,/ˈsɒkɪt/,插座,4,高频|六级,Plug it into the socket.
soda,n,/ˈsoʊdə/,汽水,3,高频|四级,I don't drink soda.
sofa,n,/ˈsoʊfə/,沙发,2,四级,She sat on the sofa.
soft,adj,/sɒft/,柔软的,2,高频|四级,The pillow is soft.
software,n,/ˈsɒftweər/,软件,3,高频|四级,The software is user-friendly.
soil,n/v,/sɔɪl/,土壤、土壤、弄脏,3,高频|四级,Plants need good soil.
solar,adj,/ˈsoʊlər/,太阳的,4,高频|六级,Solar energy is clean.
soldier,n,/ˈsoʊldʒər/,士兵,3,高频|四级,The soldier stood at attention.
sole,adj/n,/soʊl/,唯一的、唯一的、鞋底,5,高频|六级,She is the sole survivor.
solemn,adj,/ˈsɒləm/,庄严的,5,高频|六级,The ceremony was solemn.
solid,adj/n,/ˈsɒlɪd/,固体的、固体的、固体,3,高频|四级,Ice is solid.
solidarity,n,/ˌsɒlɪˈdærəti/,团结,5,高频|六级|雅思,Show solidarity with the workers.
solitary,adj,/ˈsɒləteri/,孤独的,5,高频|六级,He lived a solitary life.
solo,n/adj,/ˈsoʊloʊ/,独奏,4,高频|六级,She sang a solo.
soluble,adj,/ˈsɒljəbl/,可溶解的,5,高频|六级,Sugar is soluble in water.
solution,n,/səˈluːʃn/,解决方案,4,高频|六级,We need a solution to the problem.
solve,v,/sɒlv/,解决,3,高频|四级,Solve the puzzle.
some,adj/pron,/sʌm/,一些,1,高频|高考,I have some questions.
somebody,pron,/ˈsʌmbədi/,某人,1,高频|高考,Somebody is at the door.
somehow,adv,/ˈsʌmhaʊ/,不知怎么、不知怎么,3,高频,Somehow  we made it.
someone,pron,/ˈsʌmwʌn/,某人,1,高频|高考,Someone is calling.
something,pron,/ˈsʌmθɪŋ/,某物,1,高频|高考,Something is wrong.
sometimes,adv,/ˈsʌmtaɪmz/,有时,1,高频|高考,Sometimes I go for a walk.
somewhat,adv,/ˈsʌmwɒt/,有点,4,高频|六级,The news is somewhat surprising.
somewhere,adv,/ˈsʌmweər/,某处,1,高频|高考,Let's go somewhere quiet.
son,n,/sʌn/,儿子,1,高频|高考,He has a son.
song,n,/sɒŋ/,歌,1,高频|高考,Sing a song.
soon,adv,/suːn/,很快,1,高频|高考,See you soon.
soothe,v,/suːð/,安抚,5,高频|六级,Music soothes the soul.
sophisticated,adj,/səˈfɪstɪkeɪtɪd/,复杂的,5,高频|六级|雅思,She has sophisticated taste.
sore,adj,/sɔːr/,疼痛的,3,高频|四级,My throat is sore.
sorrow,n,/ˈsɒroʊ/,悲伤,5,高频|六级,He expressed his sorrow.
sorry,adj,/ˈsɒri/,抱歉的,1,高频|高考,I'm sorry for being late.
sort,n/v,/sɔːrt/,种类、种类、分类,2,高频|四级,What sort of music do you like?
soul,n,/soʊl/,灵魂,3,高频|四级,Music feeds the soul.
sound,n/v/adj,/saʊnd/,声音,2,高频|四级,The sound is loud.
soup,n,/suːp/,汤,2,高频|四级,She made chicken soup.
sour,adj,/ˈsaʊər/,酸的,3,高频|四级,The lemon is sour.
source,n/v,/sɔːrs/,来源,3,高频|四级,The source of the river.
south,n/adj,/saʊθ/,南方,2,高频|四级,They traveled south.
souvenir,n,/ˌsuːvəˈnɪər/,纪念品,4,高频|六级|旅行,She bought a souvenir from Paris.
sovereign,adj/n,/ˈsɒvrɪn/,主权的,5,高频|六级,Sovereign rights must be respected.
sovereignty,n,/ˈsɒvrənti/,主权,5,高频|六级|雅思,National sovereignty is inviolable.
sow,v,/soʊ/,播种,4,高频|六级,The farmer sowed seeds in the field.
soya,n,/ˈsɔɪə/,大豆,4,高频|六级,Soya milk is nutritious.
spa,n,/spɑː/,温泉,4,高频|六级,We spent a weekend at the spa.
space,n/v,/speɪs/,空间,2,高频|四级,There is not enough space.
spacious,adj,/ˈspeɪʃəs/,宽敞的,4,高频|六级,The house is spacious.
spade,n,/speɪd/,铁锹,4,高频|六级,Use a spade to dig.
span,n/v,/spæn/,跨度,4,高频|六级,The bridge spans the river.
spare,adj/v,/speər/,多余的,3,高频|四级,Do you have a spare pen?
spark,n/v,/spɑːrk/,火花,4,高频|六级,The spark started a fire.
sparrow,n,/ˈspæroʊ/,麻雀,3,四级,A sparrow flew by.
speak,v,/spiːk/,说、说,1,高频,Speak louder  please.
speaker,n,/ˈspiːkər/,演讲者,2,高频|四级,She is a great speaker.
spear,n,/spɪər/,矛,4,高频|六级,He threw a spear.
special,adj,/ˈspeʃl/,特别的,2,高频|四级,This is a special day.
specialize,v,/ˈspeʃəlaɪz/,专攻,5,高频|六级,She specializes in tax law.
species,n,/ˈspiːʃiːz/,物种,4,高频|六级,Many species are endangered.
specific,adj,/spəˈsɪfɪk/,具体的,4,高频|六级,Please be specific.
specify,v,/ˈspesɪfaɪ/,指定,5,高频|六级,Specify the date and time.
specimen,n,/ˈspesɪmən/,标本,5,高频|六级,The specimen was preserved.
spectacle,n,/ˈspektəkl/,奇观,5,高频|六级,The sunset was a spectacle.
spectator,n,/ˈspekteɪtər/,观众,4,高频|六级,The spectators cheered.
spectrum,n,/ˈspektrəm/,光谱,5,高频|六级,The visible spectrum is small.
speculate,v,/ˈspekjuleɪt/,推测,5,高频|六级|雅思,Don't speculate without evidence.
speech,n,/spiːtʃ/,演讲,3,高频|四级,She gave a speech.
speechless,adj,/ˈspiːtʃləs/,说不出话的,4,高频|六级,I was speechless.
speed,n/v,/spiːd/,速度,2,高频|四级,The speed limit is 60 mph.
spell,v/n,/spel/,拼写,3,高频|四级,Spell your name please.
spend,v,/spend/,花费,1,高频|高考,Don't spend too much money.
sphere,n,/sfɪər/,球体,5,高频|六级,The earth is a sphere.
spice,n/v,/spaɪs/,香料,4,高频|六级,Add some spice to the dish.
spider,n,/ˈspaɪdər/,蜘蛛,3,高频|四级,The spider wove a web.
spill,v,/spɪl/,溢出,3,高频|四级,Don't spill the water.
spin,v,/spɪn/,旋转,3,高频|四级,The earth spins on its axis.
spine,n,/spaɪn/,脊柱,5,高频|六级,He hurt his spine in the accident.
spirit,n,/ˈspɪrɪt/,精神,3,高频|四级,Team spirit is important.
spiritual,adj,/ˈspɪrɪtʃuəl/,精神的,5,高频|六级,She has a spiritual life.
spit,v,/spɪt/,吐,3,高频|四级,Don't spit in public.
spite,n/v,/spaɪt/,恶意,4,高频|六级,He did it out of spite.
splash,n/v,/splæʃ/,溅,4,高频|六级,Water splashed everywhere.
splendid,adj,/ˈsplendɪd/,辉煌的,5,高频|六级,The performance was splendid.
split,v/n,/splɪt/,分裂,3,高频|四级,They split the profits.
spoil,v,/spɔɪl/,宠坏,3,高频|四级,Don't spoil the child.
spokesman,n,/ˈspoʊksmən/,发言人,4,高频|六级,The spokesman answered the questions.
sponge,n,/spʌndʒ/,海绵,4,高频|六级,Soak up the water with a sponge.
sponsor,n/v,/ˈspɒnsər/,赞助,4,高频|六级|商务,The company sponsored the event.
spontaneous,adj,/spɒnˈteɪniəs/,自发的,5,高频|六级|雅思,We had a spontaneous party.
spoon,n/v,/spuːn/,勺,2,高频|四级,Eat soup with a spoon.
sport,n,/spɔːrt/,运动,1,高频|高考,He plays sports every day.
sportsman,n,/ˈspɔːrtsmən/,运动员,4,高频|六级,He is a true sportsman.
spot,n/v,/spɒt/,斑点,3,高频|四级,There is a spot on the shirt.
spouse,n,/spaʊs/,配偶,5,高频|六级,His spouse is also a doctor.
spray,n/v,/spreɪ/,喷雾,4,高频|六级,Spray water on the plants.
spread,v/n,/spred/,传播,3,高频|四级,The news spread quickly.
spring,n/v,/sprɪŋ/,春天、春天、弹簧,2,高频|四级,Flowers bloom in spring.
sprinkle,v,/ˈsprɪŋkl/,洒,3,高频|四级,Sprinkle sugar on the cake.
sprout,v/n,/spraʊt/,发芽,4,高频|六级,The seeds sprouted.
spur,n/v,/spɜːr/,刺激,4,高频|六级,The praise spurred her on.
spy,n/v,/spaɪ/,间谍,4,高频|六级,The spy was caught.
square,n/adj,/skweər/,正方形,3,高频|四级,Draw a square.
squeeze,v,/skwiːz/,挤压,4,高频|六级,Squeeze the juice from the lemon.
squirrel,n,/ˈskwɪrəl/,松鼠,3,四级,The squirrel climbed the tree.
stab,v/n,/stæb/,刺,5,高频|六级,He stabbed the man.
stable,adj/n,/ˈsteɪbl/,稳定的、稳定的、马厩,4,高频|六级,The economy is stable.
stack,n/v,/stæk/,堆,3,高频|四级,A stack of papers.
stadium,n,/ˈsteɪdiəm/,体育场,4,高频|六级,The stadium was full.
staff,n/v,/stɑːf/,员工,4,高频|六级|商务,The staff is friendly.
stage,n/v,/steɪdʒ/,舞台,4,高频|六级,She walked onto the stage.
stagger,v,/ˈstæɡər/,蹒跚,5,高频|六级,He staggered to his feet.
stain,n/v,/stein/,污渍,3,高频|四级,Remove the stain.
stair,n,/steər/,楼梯,3,高频|四级,Walk up the stairs.
stake,n/v,/steɪk/,赌注,5,高频|六级,He has a stake in the company.
stale,adj,/steɪl/,不新鲜的,4,高频|六级,The bread is stale.
stalk,n/v,/stɔːk/,茎,4,高频|六级,The deer stalks are tall.
stall,n/v,/stɔːl/,摊位,4,高频|六级,The market has many stalls.
stamp,n/v,/stæmp/,邮票,3,高频|四级,Put a stamp on the letter.
stand,v/n,/stænd/,站立、站立,1,高频,Stand up  please.
standard,n/adj,/ˈstændərd/,标准,3,高频|四级,The work is of high standard.
standpoint,n,/ˈstændpɔɪnt/,立场、立场,5,高频,From my standpoint  it's fine.
star,n/v,/stɑːr/,星星,1,高频|高考,The stars shine at night.
stare,v/n,/steər/,凝视,3,高频|四级,Don't stare at me.
start,v/n,/stɑːrt/,开始,1,高频|高考,Let's start the meeting.
startle,v,/ˈstɑːrtl/,使惊吓,5,高频|六级,The noise startled me.
starve,v,/stɑːrv/,挨饿,4,高频|六级,Thousands of people are starving.
state,n/v,/steɪt/,州、州、陈述,2,高频|四级,He lives in New York State.
statement,n,/ˈsteɪtmənt/,声明,4,高频|六级,The company issued a statement.
statesman,n,/ˈsteɪtsmən/,政治家,5,高频|六级,He was a great statesman.
static,adj,/ˈstætɪk/,静态的,5,高频|六级,The economy is static.
station,n/v,/ˈsteɪʃn/,站,2,高频|四级,The train station is near here.
stationery,n,/ˈsteɪʃəneri/,文具,4,高频|六级,We need to buy stationery.
statistic,n,/stəˈtɪstɪk/,统计,4,高频|六级,The statistics are surprising.
statue,n,/ˈstætʃuː/,雕像,4,高频|六级,The statue is in the park.
status,n,/ˈsteɪtəs/,地位,4,高频|六级,Her social status is high.
stay,v/n,/steɪ/,停留,1,高频|高考,Stay here.
steady,adj,/ˈstedi/,稳定的,3,高频|四级,The economy is steady.
steak,n,/steɪk/,牛排,3,高频|四级,We had steak for dinner.
steal,v,/stiːl/,偷,2,高频|四级,Don't steal.
steam,n/v,/stiːm/,蒸汽,4,高频|六级,Steam rose from the kettle.
steel,n,/stiːl/,钢,3,高频|四级,The bridge is made of steel.
steep,adj,/stiːp/,陡峭的,4,高频|六级,The hill is steep.
steer,v,/stɪər/,驾驶,4,高频|六级,Steer the car carefully.
stem,n/v,/stem/,茎、茎、起源,4,高频|六级,The stem of the plant.
step,n/v,/step/,步骤,1,高频|高考,Take one step at a time.
stereotype,n/v,/ˈsteriətaɪp/,刻板印象,5,高频|六级|雅思,Don't judge by stereotypes.
sterling,n/adj,/ˈstɜːrlɪŋ/,英镑,5,高频|六级|商务,Sterling fell against the dollar.
stew,n/v,/stjuː/,炖,3,高频|四级,She made a beef stew.
stick,n/v,/stɪk/,棍、棍、粘,2,高频|四级,Stick the label on the box.
sticky,adj,/ˈstɪki/,粘的,3,高频|四级,My hands are sticky.
stiff,adj,/stɪf/,僵硬的,4,高频|六级,The card is stiff.
still,adv/adj,/stɪl/,仍然,1,高频|高考,She is still sleeping.
stimulate,v,/ˈstɪmjuleɪt/,刺激,5,高频|六级,Music stimulates the brain.
sting,n/v,/stɪŋ/,刺痛,4,高频|六级,The bee stung me.
stink,v/n,/stɪŋk/,发臭,5,高频|六级,The fish stinks.
stir,v,/stɜːr/,搅拌,4,高频|六级,Stir the soup.
stitch,n/v,/stɪtʃ/,针脚,4,高频|六级,She put a stitch in the cloth.
stock,n/v,/stɒk/,股票,4,高频|六级|商务,The stock price rose.
stocking,n,/ˈstɒkɪŋ/,长袜,3,高频|四级,She wore stockings.
stomach,n,/ˈstʌmək/,胃,3,高频|四级,My stomach hurts.
stone,n,/stoʊn/,石头,2,高频|四级,He threw a stone.
stool,n,/stuːl/,凳子,3,高频|四级,Sit on the stool.
stop,v/n,/stɒp/,停止,1,高频|高考,Stop talking.
store,n/v,/stɔːr/,商店、商店、储存,1,高频|高考,She works at a store.
storey,n,/ˈstɔːri/,楼层,3,高频|四级,The building has 10 storeys.
stork,n,/stɔːrk/,鹳,4,高频|六级,The stork built a nest.
storm,n/v,/stɔːrm/,风暴,3,高频|四级,A storm is coming.
story,n,/ˈstɔːri/,故事,1,高频|高考,She told a story.
stove,n,/stoʊv/,炉子,3,高频|四级,Cook on the stove.
straight,adj/adv,/streɪt/,直的,2,高频|四级,Go straight ahead.
strain,n/v,/streɪn/,紧张,4,高频|六级,Don't strain your eyes.
strait,n,/streɪt/,海峡,5,高频|六级,The Bering Strait.
strange,adj,/streɪndʒ/,奇怪的,2,高频|四级,That's a strange idea.
stranger,n,/ˈstreɪndʒər/,陌生人,2,高频|四级,Don't talk to strangers.
strap,n/v,/stræp/,带子,4,高频|六级,Fasten the strap.
strategic,adj,/strəˈtiːdʒɪk/,战略的,5,高频|六级|雅思,This is a strategic decision.
strategy,n,/ˈstrætədʒi/,战略,4,高频|六级|雅思,We need a new strategy.
straw,n,/strɔː/,稻草,3,高频|四级,Drink through a straw.
strawberry,n,/ˈstrɔːberi/,草莓,3,高频|四级,I love strawberries.
stray,adj/v,/streɪ/,走失的,5,高频|六级,The stray dog is hungry.
stream,n/v,/striːm/,溪流,3,高频|四级,A small stream flows through the village.
street,n,/striːt/,街道,1,高频|高考,Walk along the street.
strength,n,/streŋθ/,力量,3,高频|四级,She has inner strength.
strengthen,v,/ˈstreŋθn/,加强,4,高频|六级,Strengthen the team.
strenuous,adj,/ˈstrenjuəs/,费力的,5,高频|六级,The work is strenuous.
stress,n/v,/stres/,压力,3,高频|四级,She is under a lot of stress.
stretch,v/n,/stretʃ/,伸展,3,高频|四级,Stretch your arms.
strict,adj,/strɪkt/,严格的,3,高频|四级,The rules are strict.
stride,n/v,/straɪd/,大步走,4,高频|六级,He took long strides.
strike,n/v,/straɪk/,罢工、罢工、打击,4,高频|六级,The workers went on strike.
striking,adj,/ˈstraɪkɪŋ/,引人注目的,4,高频|六级,She is strikingly beautiful.
string,n/v,/strɪŋ/,绳子,3,高频|四级,Tie the string.
strip,n/v,/strɪp/,条、条、剥,4,高频|六级,A strip of paper.
strive,v,/straɪv/,努力,5,高频|六级|雅思,Strive for excellence.
stroke,n/v,/stroʊk/,抚摸、抚摸、中风,4,高频|六级,He had a stroke.
stroll,n/v,/stroʊl/,散步,4,高频|六级,Let's take a stroll.
strong,adj,/strɒŋ/,强壮的,1,高频|高考,He is a strong man.
structure,n/v,/ˈstrʌktʃər/,结构,4,高频|六级,The building's structure is solid.
struggle,n/v,/ˈstrʌɡl/,挣扎,4,高频|六级,She struggled to make ends meet.
stubborn,adj,/ˈstʌbərn/,顽固的,5,高频|六级,He is as stubborn as a mule.
student,n,/ˈstjuːdnt/,学生,1,高频|高考,She is a university student.
studio,n,/ˈstjuːdioʊ/,工作室,3,高频|四级,The artist works in a studio.
study,n/v,/ˈstʌdi/,学习,1,高频|高考,Study hard.
stuff,n/v,/stʌf/,东西,3,高频|四级,What is this stuff?
stumble,v,/ˈstʌmbl/,绊倒,4,高频|六级,He stumbled over a stone.
stun,v,/stʌn/,使震惊,5,高频|六级,The news stunned everyone.
stunning,adj,/ˈstʌnɪŋ/,极好的,4,高频|六级,The view is stunning.
stupid,adj,/ˈstjuːpɪd/,愚蠢的,2,高频|四级,Don't be stupid.
sturdy,adj,/ˈstɜːrdi/,结实的,4,高频|六级,The table is sturdy.
style,n/v,/staɪl/,风格,3,高频|四级,She has a unique style.
stylish,adj,/ˈstaɪlɪʃ/,时髦的,4,高频|六级,She looks stylish.
subject,n/adj,/ˈsʌbdʒɪkt/,主题,4,高频|六级,Change the subject.
submarine,n,/ˌsʌbməˈriːn/,潜水艇,5,高频|六级,The submarine surfaced.
submit,v,/səbˈmɪt/,提交,4,高频|六级,Submit your application.
subordinate,adj/n,/səˈbɔːrdɪnət/,下级的,5,高频|六级,He is a subordinate employee.
subscribe,v,/səbˈskraɪb/,订阅,4,高频|六级,Subscribe to the newsletter.
subsequent,adj,/ˈsʌbsɪkwənt/,随后的,5,高频|六级,Subsequent events proved him right.
subsidy,n,/ˈsʌbsədi/,补贴,5,高频|六级|商务,The government provides subsidies.
substance,n,/ˈsʌbstəns/,物质,4,高频|六级,The substance is toxic.
substantial,adj,/səbˈstænʃl/,大量的,5,高频|六级|雅思,She made a substantial profit.
substitute,n/v,/ˈsʌbstɪtjuːt/,替代,4,高频|六级,Find a substitute teacher.
subtle,adj,/ˈsʌtl/,微妙的,5,高频|六级|雅思,There is a subtle difference.
subtract,v,/səbˈtrækt/,减去,3,高频|四级,Subtract 5 from 10.
suburb,n,/ˈsʌbɜːrb/,郊区,3,高频|四级,They live in the suburbs.
